时间,经度,纬度,传感器类型,RA_1_1,RA_1_2,RA_2_1,RA_2_2,RA_3_1,RA_3_2,RA_4_1,RA_4_2,信号源批号,目标编号
2018042910513800,126.8049362,27.35308446,R,2,"5084.184, 5258.949, 5182.779, 5331.704, 9055.923, 9233.773, 9246.662, 9306.346",2,"2.6234, 4.9331, 10.219, 19.551, 39.247, 78.669, 158.92",2,"495.516, 680.831, 803.303, 1044.36, 1235.06, 1232.12, 1357.18",9,"0.25172, 9.9541, 50.43, 89.503, 129.08",1391,1
2018042910522969,126.8079754,27.34662537,R,2,"5113.034, 5103.196, 5226.525, 5261.41, 9047.912, 9250.516, 9152.922, 9208.564",2,"2.492, 5.011, 9.8286, 19.792, 38.873, 81.157, 155.6",2,"504.186, 679.707, 794.36, 1041.31, 1179.75, 1198.71, 1375.77",9,"0.25692, 9.6994, 49.922, 90.816, 130.23",1391,1
2018042910545452,126.8157312,27.33015715,R,2,"5032.824, 5133.404, 5179.132, 5234.678, 9281.974, 9108.112, 9195.599, 9355.998",2,"2.4886, 5.0795, 9.7606, 19.901, 39.407, 82.31, 160.18",2,"503.751, 687.862, 827.821, 1041.14, 1188.09, 1244.14, 1414.76",9,"0.24884, 9.7743, 49.804, 88.749, 129.9",1391,1
2018042910552950,126.8147021,27.32533418,R,2,"5051.63, 5043.93, 5136.92, 5157.629, 9091.312, 9135.957, 9283.961, 9212.067",2,"2.525, 5.1971, 9.8751, 20.589, 40.722, 83.138, 162.35",2,"516.919, 683.297, 804.959, 1018.8, 1165.22, 1218.13, 1365.22",9,"0.25658, 9.8809, 51.159, 90.61, 125.39",1391,1
2018042910572733,126.8199331,27.31114235,R,2,"5114.721, 5103.535, 5207.004, 5183.951, 9175.794, 9165.768, 9201.067, 9300.088",2,"2.4524, 5.0178, 9.7327, 20.204, 39.456, 77.992, 165.39",2,"510.49, 664.898, 774.744, 1023.22, 1185.37, 1244.58, 1385.42",9,"0.25509, 10.126, 48.727, 90.566, 130.8",1391,1
2018042910595913,126.8279921,27.29375994,R,2,"5060.918, 5172.624, 5177.008, 5207.061, 9129.073, 9286.711, 9173.849, 9290.054",2,"2.5354, 4.9962, 10.342, 20.134, 39.871, 83.536, 158.91",2,"512.342, 675.396, 776.11, 1022.62, 1133.6, 1256.28, 1364.29",9,"0.24398, 9.9849, 51.277, 91.676, 132.66",1391,1
2018042911015068,126.8329835,27.28052774,R,2,"5078.303, 5206.902, 5092.086, 5183.707, 9179.578, 9253.312, 9207.005, 9142.779",2,"2.523, 5.0078, 10.363, 20.425, 40.814, 80.718, 159.1",2,"517.135, 683.461, 844.347, 1039.98, 1203.95, 1233.14, 1387.44",9,"0.24842, 9.9694, 50.275, 89.809, 126.9",1391,1
2018042911031916,126.8379212,27.26943929,R,2,"4980.425, 5109.534, 5206.79, 5236.176, 9139.099, 9141.483, 9239.771, 9334.615",2,"2.5316, 5.098, 9.7874, 20.523, 40.039, 79.987, 155.75",2,"495.908, 674.575, 824.85, 1027.3, 1187.4, 1220.45, 1456.66",9,"0.24222, 10.09, 49.387, 89.726, 131.88",1391,1
2018042911040899,126.84242,27.26411677,R,2,"5046.106, 5161.904, 5251.449, 5265.341, 8970.72, 9031.646, 9273.655, 9241.761",2,"2.5136, 4.8136, 10.228, 20.256, 40.398, 78.826, 161.07",2,"498.559, 688.226, 793.32, 990.136, 1175.83, 1227.49, 1449.81",9,"0.24951, 9.8293, 48.386, 91.753, 130.56",1391,1
2018042911050971,126.8433511,27.25659113,R,2,"5001.803, 5161.254, 5217.169, 5191.183, 9084.53, 9300.871, 9251.99, 9301.664",2,"2.5473, 5.1854, 10.128, 20.048, 40.287, 80.387, 156.69",2,"500.183, 680.838, 805.788, 1019.25, 1146.43, 1255.55, 1362.39",9,"0.24496, 10.252, 49.652, 90.267, 132.52",1391,1
2018042911060692,126.8463174,27.25038766,R,2,"5116.109, 5167.298, 5222.759, 5199.176, 9288.221, 9266.954, 9239.121, 9092.271",2,"2.5564, 4.9693, 10.034, 19.408, 39.854, 77.694, 164.55",2,"487.945, 670.524, 804.048, 1023.08, 1198.09, 1220.08, 1372.76",9,"0.24966, 9.8098, 49.73, 87.89, 129.57",1391,1
2018042911073516,126.8480077,27.23916762,R,2,"5189.257, 5128.757, 5217.246, 5183.533, 9141.473, 9226.231, 9046.19, 9277.427",2,"2.3893, 5.1477, 9.9143, 19.887, 40.121, 80.513, 162.21",2,"513.767, 679.377, 798.16, 986.195, 1144.19, 1250.41, 1413.01",9,"0.24761, 10.313, 48.218, 86.643, 128.62",1391,1
2018042911083505,126.8518978,27.23203709,R,2,"5071.215, 5120.269, 5211.378, 5192.688, 9085.949, 8939.263, 9203.63, 9173.669",2,"2.4456, 4.9975, 9.811, 19.776, 38.577, 80.954, 159.33",2,"515.493, 704.447, 823.024, 1000.18, 1231.14, 1217.51, 1412.48",9,"0.24364, 10.176, 49.315, 87.906, 126.3",1391,1
2018042911120153,126.8673841,27.20750229,R,2,"5079.256, 5026.935, 5268.027, 5214.688, 9271.022, 9202.005, 9206.19, 9259.747",2,"2.5302, 4.9298, 10.137, 19.724, 39.76, 79.724, 162.83",2,"497.563, 699.056, 835.143, 1048.61, 1184.73, 1244.86, 1418.27",9,"0.25055, 9.8297, 52.273, 88.352, 131.55",1391,1
2018042911134417,126.8679526,27.19610962,R,2,"5093.415, 5185.887, 5216.758, 5184.553, 9156.273, 9077.734, 9126.857, 9161.933",2,"2.4496, 5.0602, 9.8987, 19.334, 38.959, 79.468, 156.55",2,"508.459, 668.871, 810.124, 1035.1, 1148.34, 1263.63, 1372.94",9,"0.25107, 10.038, 49.844, 91.093, 127.16",1391,1
2018042911141960,126.8663544,27.19087026,R,2,"5073.049, 5207.018, 5147.29, 5211.64, 9137.565, 9251.056, 9259.606, 9271.86",2,"2.5292, 5.1359, 9.715, 20.308, 41.245, 83.152, 156.46",2,"510.801, 673.221, 788.194, 1028.74, 1151.26, 1203.1, 1401.5",9,"0.24173, 10.066, 50.282, 90.808, 128.47",1391,1
2018042911162620,126.8762983,27.17589298,R,2,"5092.01, 5135.267, 5147.41, 5280.123, 9020.545, 9114.931, 9160.296, 9140.867",2,"2.6135, 5.0482, 10.275, 19.885, 41.016, 79.506, 161.14",2,"503.225, 667.888, 823.228, 1029.78, 1195.38, 1218.83, 1395.14",9,"0.24749, 9.9882, 50.527, 92.097, 132.67",1391,1
2018042911165783,126.8760279,27.17234241,R,2,"5098.094, 5107.969, 5127.365, 5164.725, 9212.318, 9180.24, 9321.03, 9312.529",2,"2.5893, 4.9303, 10.151, 20.331, 40.383, 79.045, 162.35",2,"510.81, 644.748, 811.937, 1011.66, 1171.09, 1242.09, 1386.71",9,"0.24046, 9.8412, 51.206, 91.156, 123.61",1391,1
2018042911185331,126.8826178,27.15867169,R,2,"5007.008, 5189.726, 5173.511, 5193.781, 9248.025, 9211.979, 9193.532, 9240.563",2,"2.5001, 4.875, 9.8418, 19.78, 40.826, 78.781, 159.01",2,"528.373, 670.719, 846.752, 1001.23, 1193.82, 1237.11, 1414.01",9,"0.26234, 9.8662, 51.094, 87.98, 127.55",1391,1
2018042911200631,126.8884116,27.14938429,R,2,"5057.584, 5122.638, 5131.36, 5262.192, 9091.053, 9289.637, 9435.099, 9267.983",2,"2.4235, 5.0344, 9.9541, 20.172, 39.779, 79.434, 160.82",2,"497.768, 682.035, 824.883, 999.446, 1198.13, 1212.1, 1384.45",9,"0.2492, 10.022, 49.143, 89.065, 126.34",1391,1
2018042911205948,126.8927845,27.14327447,R,2,"5136.893, 5069.375, 5175.824, 5257.814, 9040.721, 9275.905, 9219.036, 9142.232",2,"2.4567, 5.1383, 9.6994, 19.969, 40.363, 80.144, 155.79",2,"503.704, 669.776, 816.567, 1051.69, 1161.52, 1223.49, 1429.03",9,"0.24886, 10.159, 48.803, 89.555, 128.07",1391,1
2018042911233532,126.9000436,27.1243195,R,2,"5173.627, 5142.926, 5173.592, 5289.582, 9229.045, 9275.108, 9251.619, 9313.228",2,"2.5264, 4.9769, 9.7743, 19.922, 39.444, 79.941, 156.97",2,"486.122, 658.856, 792.596, 1009.13, 1168.68, 1247.07, 1385.51",9,"0.2525, 10.394, 49.375, 92.649, 132.34",1391,1
2018042911245459,126.8985833,27.11519978,R,2,"5200.011, 5177.706, 5241.13, 5271.799, 9100.373, 9174.591, 9162.257, 9215.331",2,"2.4379, 5.1316, 9.8809, 20.463, 40.271, 77.164, 160.92",2,"497.835, 676.985, 800.785, 1027.99, 1176.34, 1224.95, 1412.12",9,"0.24524, 10.036, 48.664, 90.918, 128.23",1391,1
2018042911253471,126.9069543,27.11067182,R,2,"5035.985, 5226.656, 5208.158, 5200.125, 8930.321, 9194.511, 9240.989, 9314.892",2,"2.474, 5.1018, 10.126, 19.491, 40.252, 80.493, 157.55",2,"511.411, 669.226, 807.975, 1017.56, 1207.43, 1217.69, 1409.09",9,"0.25354, 9.9924, 51.708, 90.603, 129.58",1391,1
2018042911264116,126.9038843,27.1026096,R,2,"5212.722, 5122.481, 5217.654, 5241.022, 8938.009, 9191.778, 9038.737, 9358.933",2,"2.4362, 4.8796, 9.9849, 20.511, 40.745, 81.639, 158.64",2,"518.146, 647.258, 800.709, 1028.83, 1198.85, 1226.53, 1364.56",9,"0.2523, 10.016, 51.813, 91.914, 132.65",1391,1
2018042911275898,126.9139896,27.09273256,R,2,"5122.875, 5125.595, 5242.237, 5272.437, 9322.05, 9269.929, 9313.564, 9271.817",2,"2.4776, 4.9684, 9.9694, 20.11, 39.915, 78.09, 152.5",2,"499.013, 676.93, 817.033, 1019.8, 1170.1, 1235.28, 1422.56",9,"0.25316, 10.196, 48.937, 92.356, 130.13",1391,1
2018042911300036,126.9151046,27.07902464,R,2,"5099.596, 5071.669, 5133.369, 5237.822, 9212.32, 9212.867, 9248.924, 9224.039",2,"2.6012, 4.8443, 10.09, 19.755, 39.878, 81.158, 156.62",2,"509.304, 688.483, 826.106, 982.218, 1141.86, 1244.32, 1394.49",9,"0.25136, 9.6271, 51.138, 91.153, 131.29",1391,1
2018042911303175,126.9178327,27.07494146,R,2,"5062.586, 5157.247, 5146.967, 5291.001, 9034.867, 9045.613, 9203.694, 9250.556",2,"2.5889, 4.9901, 9.8293, 19.354, 40.779, 80.342, 153.84",2,"509.176, 679.615, 803.035, 1007.62, 1211.07, 1238.54, 1412.6",9,"0.25473, 10.371, 50.641, 90.217, 130.93",1391,1
2018042911312990,126.9261351,27.06807754,R,2,"5112.329, 5086.871, 5155.296, 5262.22, 9105.037, 9176.632, 9088.854, 9356.187",2,"2.4328, 4.8992, 10.252, 19.861, 40.119, 81.551, 161.01",2,"510.364, 681.061, 805.521, 1053.08, 1202.35, 1235.1, 1349.28",9,"0.25564, 9.9386, 50.169, 87.335, 129.52",1391,1
2018042911322425,126.9249805,27.06201587,R,2,"5026.508, 5213.069, 5092.528, 5222.04, 9095.243, 9193.85, 9290.665, 9222.663",2,"2.4514, 4.9932, 9.8098, 19.892, 39.062, 79.735, 165.6",2,"502.791, 679.635, 800.655, 1020.33, 1191.89, 1183.63, 1405.27",9,"0.23893, 10.295, 49.572, 89.49, 130.39",1391,1
2018042911331561,126.9298355,27.0558088,R,2,"5116.364, 5175.428, 5224.966, 5256.529, 9062.107, 9027.88, 9080.096, 9336.84",2,"2.5232, 4.9522, 10.313, 19.287, 38.508, 79.148, 158.19",2,"501.123, 678.117, 803.503, 1007.94, 1118.11, 1225.63, 1373.9",9,"0.24456, 9.9949, 49.055, 88.991, 125.38",1391,1
2018042911344373,126.9311785,27.04537222,R,2,"5130.417, 5129.164, 5233.818, 5354.188, 9202.043, 9090.794, 9419.782, 9212.978",2,"2.5223, 4.8728, 10.176, 19.726, 39.069, 77.722, 158.7",2,"482.783, 692.771, 810.347, 1049.24, 1185.66, 1226.32, 1399.92",9,"0.25302, 9.8595, 50.687, 88.756, 129.22",1391,1
2018042911351438,126.9367208,27.04182411,R,2,"5091.198, 5185.404, 5141.86, 5333.189, 9270.249, 9308.743, 9238.497, 9315.922",2,"2.5326, 5.011, 9.8297, 20.909, 39.267, 80.955, 159.59",2,"514.017, 679.509, 800.972, 1023.63, 1153.71, 1205.15, 1370.35",9,"0.24496, 10.12, 49.493, 87.004, 126.62",1391,1
2018042911364064,126.9368752,27.03156789,R,2,"5083.046, 5084.557, 5197.739, 5215.603, 9129.441, 9247.95, 9096.33, 9386.595",2,"2.4517, 5.0214, 10.038, 19.937, 40.486, 78.252, 158.31",2,"518.169, 661.538, 809.399, 1019.46, 1198.27, 1240.57, 1403.59",9,"0.25292, 10.272, 48.575, 91.384, 134.05",1391,1
2018042911383148,126.9412291,27.01809854,R,2,"5200.478, 5083.093, 5209.749, 5232.547, 9006.017, 9219.351, 9107.713, 9158.755",2,"2.5027, 4.8346, 10.066, 20.113, 40.359, 79.06, 159.5",2,"504.07, 661.57, 830.705, 993.338, 1163.27, 1214.07, 1363.98",9,"0.26135, 10.096, 51.373, 89.484, 133.3",1391,1
2018042911404767,126.9445925,27.0025247,R,2,"5084.259, 5158.339, 5170.899, 5211.771, 9203.193, 9224.013, 9280.08, 9217.972",2,"2.4913, 4.9497, 9.9882, 20.211, 40.932, 81.646, 159.88",2,"498.706, 656.384, 794.803, 1036.14, 1180.06, 1256.96, 1415.88",9,"0.25893, 9.8607, 50.757, 91.487, 131.25",1391,1
2018042911413635,126.9534121,26.99706724,R,2,"5069.568, 5177.694, 5209.799, 5121.631, 9139.647, 9142.464, 9185.184, 9305.518",2,"2.4763, 4.8091, 9.8412, 20.482, 40.514, 76.066, 154.17",2,"514.771, 668.321, 803.843, 1044.11, 1188.22, 1222.94, 1394.12",9,"0.25001, 9.7499, 49.209, 89.008, 132.69",1391,1
2018042911424923,126.9554605,26.98715948,R,2,"5061.132, 5124.06, 5299.875, 5222.8, 9335.589, 9095.555, 9274.008, 9286.777",2,"2.525, 5.2468, 9.8662, 20.438, 39.102, 78.494, 157.34",2,"501.588, 657.417, 825.126, 1009.08, 1208.19, 1287.39, 1402.41",9,"0.24235, 10.069, 49.77, 90.774, 129.28",1391,1
2018042911435689,126.9573954,26.97913821,R,2,"5081.95, 5153.137, 5142.91, 5266.884, 9212.506, 9087.509, 9290.823, 9192.631",2,"2.4722, 4.9841, 10.022, 19.657, 39.585, 77.746, 162.31",2,"491.122, 668.92, 823.764, 997.841, 1204.66, 1229.74, 1364.39",9,"0.24567, 10.277, 48.497, 89.859, 131.18",1391,1
2018042911452531,126.965354,26.96901547,R,2,"5104.587, 5072.297, 5173.352, 5219.125, 9165.701, 9322.595, 9147.798, 9235.493",2,"2.5518, 4.9772, 10.159, 19.521, 39.802, 78.813, 164.62",2,"505.575, 668.342, 833.648, 1039.87, 1204.45, 1238.44, 1416.09",9,"0.25264, 9.9537, 48.871, 89.648, 128.19",1391,1
2018042911462664,126.9684136,26.96095936,R,2,"5098.123, 5091.251, 5083.182, 5176.587, 9030.79, 9131.099, 9175.765, 9324.238",2,"2.4741, 5.0501, 10.394, 19.75, 41.177, 81.443, 166.28",2,"512.409, 685.814, 828.115, 1011.16, 1178.61, 1214.59, 1386.49",9,"0.24379, 10.263, 49.404, 92.085, 130.88",1391,1
2018042911474532,126.9672381,26.95220128,R,2,"5009.6, 5154.837, 5143.252, 5247.212, 9076.879, 9215.951, 9205.706, 9240.985",2,"2.5216, 4.9049, 10.036, 19.465, 40.408, 78.912, 155.98",2,"522.028, 677.284, 805.817, 973.201, 1183.73, 1235.6, 1416.6",9,"0.2474, 10.204, 50.628, 87.709, 130.82",1391,1
2018042911485806,126.9721026,26.9428996,R,2,"5115.709, 5100.612, 5212.878, 5216.985, 9117.345, 9169.025, 9327.176, 9213.648",2,"2.5162, 5.0708, 9.9924, 20.683, 40.268, 79.742, 167.07",2,"501.558, 679.741, 818.54, 974.917, 1183.03, 1181.64, 1429.91",9,"0.24362, 9.7593, 49.924, 92.298, 132.42",1391,1
2018042911525316,126.9817647,26.91543812,R,2,"5152.253, 5118.133, 5247.422, 5131.407, 9076.452, 9219.751, 9293.632, 9246.949",2,"2.4367, 5.046, 10.016, 20.725, 40.851, 81.628, 161.44",2,"502.169, 686.1, 828.314, 1060.63, 1203.12, 1254.96, 1403.57",9,"0.24776, 9.9369, 49.847, 90.495, 129.72",1391,1
2018042911534473,126.9884878,26.9091651,R,2,"5039.109, 5019.487, 5149.297, 5246.997, 9168.324, 9179.095, 9181.315, 9279.857",2,"2.5403, 5.0632, 10.196, 19.575, 41.047, 80.078, 159.97",2,"491.573, 657.937, 817.545, 1036.14, 1188.45, 1237.72, 1389.13",9,"0.26012, 9.6886, 50.451, 88.896, 129.6",1391,1
2018042910291982,125.1304477,28.36382198,R,3,"9161.68, 9478.673",2,"1.179, 2.551, 3.9998",2,"553.714, 1113.81",1,0,1405,3
2018042910304502,125.1433998,28.36493469,R,3,"9360.861, 9372.031",2,"1.207, 2.5112, 3.9662",2,"552.153, 1088.33",1,0,1405,3
2018042910315112,125.1532549,28.36478757,R,3,"9420.36, 9512.672",2,"1.212, 2.4003, 3.922",2,"565.681, 1105.56",1,0,1405,3
2018042910322363,125.1579476,28.36470834,R,3,"9406.922, 9323.567",2,"1.1983, 2.5089, 3.9669",2,"569.598, 1119.91",1,0,1405,3
2018042910334510,125.1655834,28.36426159,R,3,"9426.603, 9454.888",2,"1.2159, 2.482, 3.9544",2,"575.035, 1082.9",1,0,1405,3
2018042910345763,125.1795373,28.36482524,R,3,"9394.596, 9316.116",2,"1.2053, 2.4781, 4.0597",2,"570.732, 1065.39",1,0,1405,3
2018042910360559,125.1865141,28.36478754,R,3,"9474.77, 9461.106",2,"1.1729, 2.496, 3.9514",2,"536.259, 1125.89",1,0,1405,3
2018042910372398,125.1998794,28.3644408,R,3,"9434.999, 9356.942",2,"1.2079, 2.4381, 4.0654",2,"565.454, 1105.04",1,0,1405,3
2018042910403543,125.2258394,28.36438011,R,3,"9389.537, 9435.402",2,"1.1905, 2.4304, 3.8599",2,"561.732, 1150.54",1,0,1405,3
2018042910431248,125.2448415,28.36419639,R,3,"9393.868, 9553.879",2,"1.2083, 2.568, 4.026",2,"571.716, 1103.98",1,0,1405,3
2018042910444163,125.2609442,28.36423123,R,3,"9341.823, 9579.948",2,"1.2123, 2.5033, 4.0291",2,"568.897, 1118.99",1,0,1405,3
2018042910451744,125.2647267,28.36391384,R,3,"9431.586, 9527.228",2,"1.1667, 2.4577, 4.0354",2,"565.955, 1112.44",1,0,1405,3
2018042910460620,125.2699753,28.36509092,R,3,"9300.16, 9517.648",2,"1.1635, 2.5322, 4.0004",2,"565.908, 1103.56",1,0,1405,3
2018042910482968,125.2885063,28.36475571,R,3,"9243.777, 9457.887",2,"1.1906, 2.5446, 3.9553",2,"563.009, 1105.88",1,0,1405,3
2018042910492498,125.29736,28.36458606,R,3,"9290.201, 9363.164",2,"1.227, 2.4872, 3.9402",2,"554.011, 1101.25",1,0,1405,3
2018042910505118,125.311463,28.36383008,R,3,"9446.405, 9566.162",2,"1.1676, 2.4083, 4.0016",2,"563.927, 1126.02",1,0,1405,3
2018042910515380,125.3159675,28.36497251,R,3,"9546.317, 9477.622",2,"1.225, 2.4211, 4.141",2,"554.757, 1108.03",1,0,1405,3
2018042910530786,125.3259175,28.36444424,R,3,"9551.983, 9463.427",2,"1.2079, 2.5417, 4.1383",2,"573.16, 1107.98",1,0,1405,3
2018042910535125,125.3340196,28.364641,R,3,"9463.279, 9380.867",2,"1.2535, 2.4922, 3.9471",2,"554.769, 1121.78",1,0,1405,3
2018042910550853,125.3448114,28.36494542,R,3,"9377.813, 9470.915",2,"1.192, 2.4842, 4.121",2,"546.054, 1097.12",1,0,1405,3
2018042910562994,125.3565985,28.3648237,R,3,"9261.913, 9606.774",2,"1.2214, 2.5476, 4.124",2,"544.572, 1071.48",1,0,1405,3
2018042910583442,125.3733494,28.36513076,R,3,"9340.205, 9343.984",2,"1.2017, 2.5065, 3.8599",2,"587.24, 1123.63",1,0,1405,3
2018042910592127,125.3770994,28.36398354,R,3,"9302.453, 9446.721",2,"1.2075, 2.5478, 4.0188",2,"566.189, 1095.54",1,0,1405,3
2018042911000685,125.3887399,28.36364847,R,3,"9613.856, 9423.448",2,"1.2229, 2.4635, 4.1334",2,"551.272, 1132.14",1,0,1405,3
2018042911004814,125.3920205,28.36429007,R,3,"9469.879, 9406.451",2,"1.1967, 2.5176, 3.9397",2,"551.93, 1105.88",1,0,1405,3
2018042911014889,125.3997931,28.36468844,R,3,"9452.221, 9441.025",2,"1.1894, 2.4495, 4.0192",2,"551.593, 1051.79",1,0,1405,3
2018042911025462,125.4090478,28.36419821,R,3,"9275.771, 9559.36",2,"1.1957, 2.5848, 4.0137",2,"562.781, 1109",1,0,1405,3
2018042911035590,125.4175369,28.3644565,R,3,"9440.353, 9360.843",2,"1.2086, 2.4969, 4.0223",2,"563.458, 1084.33",1,0,1405,3
2018042911060129,125.4352948,28.36453188,R,3,"9431.788, 9365.315",2,"1.2591, 2.4655, 3.9519",2,"540.063, 1087.51",1,0,1405,3
2018042911072631,125.4465315,28.36492851,R,3,"9540.062, 9505.964",2,"1.1743, 2.4595, 4.0729",2,"562.221, 1134.05",1,0,1405,3
2018042911080364,125.4498931,28.36446419,R,3,"9197.943, 9503.248",2,"1.1603, 2.5214, 3.8388",2,"547.788, 1097.23",1,0,1405,3
2018042911091931,125.4596923,28.36456532,R,3,"9381.28, 9399.542",2,"1.1753, 2.5199, 4.0007",2,"586.858, 1114.97",1,0,1405,3
2018042911104294,125.4700295,28.36474453,R,3,"9538.996, 9333.722",2,"1.2135, 2.4045, 4.0384",2,"555.271, 1100.77",1,0,1405,3
2018042911113724,125.4783606,28.3648572,R,3,"9413.708, 9307.491",2,"1.2079, 2.4808, 4.0067",2,"557.566, 1101.51",1,0,1405,3
2018042911123544,125.4868252,28.36436844,R,3,"9395.256, 9527.917",2,"1.1941, 2.5616, 4.1015",2,"555.678, 1085.38",1,0,1405,3
2018042911130560,125.4948505,28.36449394,R,3,"9552.673, 9446.515",2,"1.1736, 2.5667, 4.011",2,"571.192, 1105.26",1,0,1405,3
2018042911142501,125.5046962,28.36436146,R,3,"9443.848, 9369.109",2,"1.235, 2.5584, 3.8839",2,"555.527, 1115.32",1,0,1405,3
2018042911150046,125.5091009,28.36416757,R,3,"9400.212, 9400.548",2,"1.2604, 2.5279, 4.0192",2,"557.974, 1111.04",1,0,1405,3
2018042911174240,125.5325363,28.36494061,R,3,"9377.911, 9329.337",2,"1.1227, 2.5429, 3.9709",2,"561.951, 1121.91",1,0,1405,3
2018042911181562,125.5362823,28.36473197,R,3,"9330.762, 9487.723",2,"1.1507, 2.5406, 3.9572",2,"572.855, 1115.85",1,0,1405,3
2018042911191229,125.5419164,28.36497755,R,3,"9428.594, 9639.813",2,"1.1849, 2.4637, 3.9836",2,"582.429, 1108.03",1,0,1405,3
2018042911204392,125.553288,28.36485291,R,3,"9440.7, 9466.252",2,"1.172, 2.4934, 4.1177",2,"554.776, 1090.09",1,0,1405,3
2018042911214088,125.5640985,28.36546483,R,3,"9407.227, 9617.205",2,"1.2417, 2.4709, 4.0462",2,"568.658, 1086.65",1,0,1405,3
2018042911224227,125.5741744,28.36456592,R,3,"9510.901, 9431.765",2,"1.186, 2.5413, 3.9523",2,"555, 1086.3",1,0,1405,3
2018042911233531,125.575944,28.36472225,R,3,"9444.282, 9473.551",2,"1.2167, 2.4702, 3.8105",2,"552.512, 1132.24",1,0,1405,3
2018042911241058,125.5819096,28.36538018,R,3,"9359.229, 9458.213",2,"1.2208, 2.503, 3.9431",2,"568.643, 1114.41",1,0,1405,3
2018042911260518,125.5964684,28.3652443,R,3,"9462.175, 9530.319",2,"1.2217, 2.5743, 4.0242",2,"562.056, 1112.61",1,0,1405,3
2018042911265888,125.6053345,28.36395036,R,3,"9374.558, 9400.246",2,"1.2244, 2.5047, 3.9639",2,"560.35, 1073.82",1,0,1405,3
2018042911280933,125.614596,28.36521086,R,3,"9372.536, 9541.275",2,"1.2098, 2.4879, 3.927",2,"554.141, 1138.26",1,0,1405,3
2018042911291010,125.6276244,28.36547912,R,3,"9435.403, 9430.044",2,"1.2217, 2.4753, 3.9936",2,"563.734, 1131.4",1,0,1405,3
2018042911295917,125.6303533,28.3649437,R,3,"9385.129, 9573.658",2,"1.2024, 2.4769, 4.0101",2,"560.752, 1120.95",1,0,1405,3
2018042911305264,125.6372714,28.36478956,R,3,"9360.661, 9511.154",2,"1.1982, 2.4209, 4.0433",2,"563.018, 1096.53",1,0,1405,3
2018042911321358,125.6512041,28.36503047,R,3,"9521.19, 9553.021",2,"1.2234, 2.5597, 4.0345",2,"560.499, 1102.57",1,0,1405,3
2018042911331460,125.6603646,28.36447822,R,3,"9350.102, 9457.851",2,"1.2078, 2.5281, 3.9044",2,"561.083, 1112.28",1,0,1405,3
2018042911351979,125.673531,28.36512198,R,3,"9269.829, 9319.187",2,"1.1977, 2.5565, 3.9446",2,"559.493, 1064.39",1,0,1405,3
2018042911355355,125.6790575,28.36442538,R,3,"9380.011, 9380.619",2,"1.2207, 2.5004, 3.9347",2,"551.207, 1125.49",1,0,1405,3
2018042911364742,125.6865887,28.36487747,R,3,"9257.333, 9432.238",2,"1.2133, 2.505, 4.0092",2,"577.545, 1100.41",1,0,1405,3
2018042911380995,125.6983653,28.36523984,R,3,"9308.239, 9423.648",2,"1.2172, 2.5779, 4.1262",2,"569.931, 1120.15",1,0,1405,3
2018042911385952,125.7056696,28.36515052,R,3,"9398.443, 9486.115",2,"1.1614, 2.5146, 4.086",2,"552.95, 1032.45",1,0,1405,3
2018042911421211,125.7320109,28.36410574,R,3,"9227.18, 9516.849",2,"1.198, 2.5668, 3.9538",2,"548.648, 1078.64",1,0,1405,3
2018042911432358,125.7420327,28.36495496,R,3,"9376.003, 9437.083",2,"1.2521, 2.4923, 3.9747",2,"551.967, 1147.1",1,0,1405,3
2018042911445031,125.7544485,28.36480279,R,3,"9409.154, 9511.866",2,"1.166, 2.5336, 3.9533",2,"551.147, 1093.36",1,0,1405,3
2018042911452303,125.7587208,28.36487058,R,3,"9386.637, 9363.968",2,"1.2044, 2.4706, 3.8138",2,"566.605, 1085.69",1,0,1405,3
2018042911463522,125.7685427,28.36496823,R,3,"9379.717, 9370.41",2,"1.2096, 2.3897, 3.9837",2,"553.907, 1111.44",1,0,1405,3
2018042911474834,125.7798852,28.36479128,R,3,"9340.41, 9357.297",2,"1.1819, 2.366, 4.0344",2,"570.653, 1116.06",1,0,1405,3
2018042911485569,125.7869188,28.36493897,R,3,"9288.546, 9470.918",2,"1.2006, 2.5215, 4.023",2,"548.137, 1103.46",1,0,1405,3
2018042911501421,125.798989,28.36485991,R,3,"9341.18, 9503.812",2,"1.2162, 2.4791, 4.0397",2,"563.773, 1119.68",1,0,1405,3
2018042911513301,125.8096144,28.3649302,R,3,"9326.567, 9549.473",2,"1.176, 2.5595, 4.0124",2,"547.249, 1109.88",1,0,1405,3
2018042911525329,125.8173772,28.36541196,R,3,"9449.962, 9513.336",2,"1.157, 2.6124, 4.0808",2,"564.513, 1080.08",1,0,1405,3
2018042911542113,125.8331073,28.36510881,R,3,"9323.058, 9223.81",2,"1.2227, 2.5007, 4.0469",2,"552.11, 1112.24",1,0,1405,3
2018042911552340,125.8400887,28.36489969,R,3,"9456.689, 9469.006",2,"1.2, 2.438, 4.0081",2,"561.453, 1096.28",1,0,1405,3
2018042911564171,125.8521954,28.36502797,R,3,"9215.742, 9437.752",2,"1.2495, 2.4785, 4.0118",2,"575.559, 1112.66",1,0,1405,3
2018042911571212,125.8552328,28.36539456,R,3,"9410.461, 9521.6",2,"1.1989, 2.4089, 3.9674",2,"578.663, 1116.28",1,0,1405,3
